quality_grade,observed_on_details.date,species_guess,public_positional_accuracy,taxon.name,geojson.coordinates,owners_identification_from_vision,identifications_count,num_identification_disagreements,location,place_guess,latitude,longitude
research,2022-06-21,Harlekin-Marienkäfer,25844.0,Harmonia axyridis,"[-2.7872898038, 53.6395477449]",False,2,0,"[53.6395477449, -2.7872898038]","Lancashire, England, GB",53.6395477449,-2.7872898038
research,2022-06-21,Harlekin-Marienkäfer,8.0,Harmonia axyridis,"[0.00709445, 51.8567616667]",True,1,0,"[51.8567616667, 0.00709445]","Gore Lane, Ware, England, GB",51.8567616667,0.00709445
needs_id,2022-06-18,Harlekin-Marienkäfer,113.0,Harmonia axyridis,"[-0.3638208658, 53.7551336698]",False,1,0,"[53.7551336698, -0.3638208658]",HU5 3JR,53.7551336698,-0.3638208658
research,2022-06-21,Asian Lady Beetle,,Harmonia axyridis,"[0.0493166667, 51.5555027778]",True,1,0,"[51.5555027778, 0.0493166667]","London, UK",51.5555027778,0.0493166667
research,2022-06-21,Harlekin-Marienkäfer,6.0,Harmonia axyridis,"[-1.5084666667, 53.4070883333]",True,1,0,"[53.4070883333, -1.5084666667]","Wynyard Road, Sheffield, England, GB",53.4070883333,-1.5084666667
research,2022-06-21,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[-0.2392616667, 51.4990416667]",False,1,0,"[51.4990416667, -0.2392616667]","Goldhawk Road, London, England, GB",51.4990416667,-0.2392616667
research,2022-06-21,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[-1.9520633333, 50.6759133333]",True,1,0,"[50.6759133333, -1.9520633333]","Dorset AONB, Swanage, England, GB",50.6759133333,-1.9520633333
research,2022-06-21,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.9747222222, 51.1486111111]",True,1,0,"[51.1486111111, -0.9747222222]","Drayman's Way (Stop D, Alton GU34 1AW, UK",51.1486111111,-0.9747222222
research,2022-06-21,Asian Lady Beetle,2346.0,Harmonia axyridis,"[-1.8813866135, 52.4214961602]",False,2,0,"[52.4214961602, -1.8813866135]","Haunch Lane, Birmingham, England, GB",52.4214961602,-1.8813866135
research,2022-06-21,Harlekin-Marienkäfer,9.0,Harmonia axyridis,"[-2.3871455714, 51.4289217259]",True,2,0,"[51.4289217259, -2.3871455714]","Bath, UK",51.4289217259,-2.3871455714
research,2022-06-21,Asian Lady Beetle,9.0,Harmonia axyridis,"[-2.3871975392, 51.4288368557]",False,3,0,"[51.4288368557, -2.3871975392]","Charlcombe, Bath BA1, UK",51.4288368557,-2.3871975392
research,2022-06-21,Asian Lady Beetle,18.0,Harmonia axyridis,"[0.507725, 52.8463883333]",False,2,0,"[52.8463883333, 0.507725]","Chapel Road, King's Lynn, England, GB",52.8463883333,0.507725
research,2022-06-21,Harlekinkatica,4865.0,Harmonia axyridis,"[-2.3596827686, 51.3781671679]",,2,0,"[51.3781671679, -2.3596827686]",Bath,51.3781671679,-2.3596827686
research,2022-06-21,Harlekin-Marienkäfer,6.0,Harmonia axyridis,"[-1.5060727671, 54.8948342393]",False,1,0,"[54.8948342393, -1.5060727671]","Barmston Court, Washington NE38 8NE, UK",54.8948342393,-1.5060727671
research,2022-06-21,Asian Lady Beetle,3.0,Harmonia axyridis,"[-0.1634578407, 52.0312558536]",True,1,0,"[52.0312558536, -0.1634578407]","Ashwell SG7, UK",52.0312558536,-0.1634578407
needs_id,2022-06-20,Asian Lady Beetle,222.0,Harmonia axyridis,"[-2.6234810427, 51.4936926819]",False,0,0,"[51.4936926819, -2.6234810427]",Canford Park,51.4936926819,-2.6234810427
research,2022-06-20,Harlekin-Marienkäfer,,Harmonia axyridis,"[-1.7862319722, 51.7346191389]",True,1,0,"[51.7346191389, -1.7862319722]","Quenington, Cirencester GL7 5BW, UK",51.7346191389,-1.7862319722
research,2022-06-20,Harlekin-Marienkäfer,,Harmonia axyridis,"[-2.0055689722, 51.4352919722]",True,1,0,"[51.4352919722, -2.0055689722]","Calne SN11 0JW, UK",51.4352919722,-2.0055689722
research,2022-06-20,Harlekin-Marienkäfer,,Harmonia axyridis,"[-2.0059309997, 51.4353456997]",True,1,0,"[51.4353456997, -2.0059309997]","Calne SN11 0JW, UK",51.4353456997,-2.0059309997
research,2022-06-20,Asian Lady Beetle,,Harmonia axyridis,"[-2.005313, 51.435389]",True,1,0,"[51.435389, -2.005313]","Calne SN11 0JW, UK",51.435389,-2.005313
research,2022-06-20,,6.0,Harmonia axyridis,"[-0.2746480666, 51.4586330815]",True,1,0,"[51.4586330815, -0.2746480666]","W Temple Sheen, London, England, GB",51.4586330815,-0.2746480666
research,2022-06-20,Harlekin-Marienkäfer,7.0,Harmonia axyridis,"[-0.32533, 51.43592]",True,2,0,"[51.43592, -0.32533]","Richmond upon Thames, Richmond, England, GB",51.43592,-0.32533
research,2022-06-17,Asian Lady Beetle,26196.0,Harmonia axyridis,"[-1.0467597826, 51.461829714]",True,2,0,"[51.461829714, -1.0467597826]","Oxfordshire, England, GB",51.461829714,-1.0467597826
research,2022-06-17,Asian Lady Beetle,139.0,Harmonia axyridis,"[-3.1801021017, 51.5019703422]",True,2,0,"[51.5019703422, -3.1801021017]","Cardiff, UK",51.5019703422,-3.1801021017
research,2022-06-11,Biedronka azjatycka,26100.0,Harmonia axyridis,"[0.0251212755, 52.1581018897]",False,2,0,"[52.1581018897, 0.0251212755]","Cambridgeshire, England, GB",52.1581018897,0.0251212755
needs_id,2022-06-20,Harlekin-Marienkäfer,8.0,Harmonia axyridis,"[-2.4013833333, 51.9459616667]",True,1,0,"[51.9459616667, -2.4013833333]","Newent, Newent, England, GB",51.9459616667,-2.4013833333
research,2022-06-20,Asian Lady Beetle,12.0,Harmonia axyridis,"[-0.862949327, 52.2968122998]",False,2,0,"[52.2968122998, -0.862949327]","Moulton, Northampton NN3 7RT, UK",52.2968122998,-0.862949327
research,2022-06-20,Asian Lady Beetle,35.0,Harmonia axyridis,"[-0.6725934148, 50.787197113]",True,4,1,"[50.787197113, -0.6725934148]",Bognor Regis,50.787197113,-0.6725934148
research,2022-06-20,Asian Lady Beetle,11.0,Harmonia axyridis,"[-2.0864551887, 51.9025176737]",True,1,0,"[51.9025176737, -2.0864551887]","Cheltenham GL50 3UE, UK",51.9025176737,-2.0864551887
research,2022-06-20,Asian Lady Beetle,,Harmonia axyridis,"[-2.3277499444, 51.2269515833]",True,1,0,"[51.2269515833, -2.3277499444]","Frome BA11, UK",51.2269515833,-2.3277499444
research,2022-06-20,Asian Lady Beetle,4.0,Harmonia axyridis,"[0.2758102119, 51.1416219883]",False,2,0,"[51.1416219883, 0.2758102119]","Tunbridge Wells TN1, UK",51.1416219883,0.2758102119
research,2022-06-20,Asian Lady Beetle,3.0,Harmonia axyridis,"[-1.738605, 53.7331616667]",,2,0,"[53.7331616667, -1.738605]","Whitehall Road, Cleckheaton, England, GB",53.7331616667,-1.738605
research,2022-06-20,Asian Lady Beetle,522.0,Harmonia axyridis,"[-4.2226462439, 55.82321077]",False,1,0,"[55.82321077, -4.2226462439]","Avonbank, Rutherglen, Glasgow G73 2RJ, UK",55.82321077,-4.2226462439
research,2022-06-18,Asian Lady Beetle,44.0,Harmonia axyridis,"[-1.4611226319, 53.556820388]",True,2,0,"[53.556820388, -1.4611226319]","Barnsley, UK",53.556820388,-1.4611226319
research,2022-06-20,Harlekin-Marienkäfer,9.0,Harmonia axyridis,"[-2.7237493917, 53.7418710021]",True,1,0,"[53.7418710021, -2.7237493917]","Penwortham, Preston, UK",53.7418710021,-2.7237493917
research,2022-06-20,Asian Lady Beetle,4.0,Harmonia axyridis,"[-1.462805, 51.8828883333]",False,1,0,"[51.8828883333, -1.462805]","Cotswolds AONB, Chipping Norton, England, GB",51.8828883333,-1.462805
research,2022-06-19,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.2954138889, 51.4846555556]",True,1,0,"[51.4846555556, -0.2954138889]","Royal Botanic Gardens, Kew, Hounslow, England, United Kingdom",51.4846555556,-0.2954138889
research,2022-06-19,Asian Lady Beetle,,Harmonia axyridis,"[1.1300833333, 51.3444583333]",False,1,0,"[51.3444583333, 1.1300833333]","Herne and Broomfield, UK",51.3444583333,1.1300833333
research,2022-06-19,Harlekin-Marienkäfer,18.0,Harmonia axyridis,"[-2.6632551849, 53.6533129174]",True,1,0,"[53.6533129174, -2.6632551849]","Douglas Farm,German Lane, Charnock Richard, Chorley PR7 5NE, UK",53.6533129174,-2.6632551849
research,2022-06-19,Asian Lady Beetle,15.0,Harmonia axyridis,"[-0.0482666667, 51.45008]",True,1,0,"[51.45008, -0.0482666667]","Honor Oak Park, London, England, GB",51.45008,-0.0482666667
research,2022-06-19,Harlekin-Marienkäfer,26100.0,Harmonia axyridis,"[0.0842245664, 52.1886385069]",True,2,0,"[52.1886385069, 0.0842245664]","Cambridgeshire, England, GB",52.1886385069,0.0842245664
research,2022-06-19,Asian Lady Beetle,4.0,Harmonia axyridis,"[-1.4699283333, 53.7719033333]",True,1,0,"[53.7719033333, -1.4699283333]","Richmond Hill, Leeds, England, GB",53.7719033333,-1.4699283333
research,2022-06-19,Harlekin-Marienkäfer,11.0,Harmonia axyridis,"[-2.6660886034, 53.654689544]",False,1,0,"[53.654689544, -2.6660886034]","Euxton, Chorley PR7 6DD, UK",53.654689544,-2.6660886034
research,2022-06-19,Asian Lady Beetle,,Harmonia axyridis,"[-2.6616666667, 53.6580555556]",True,2,0,"[53.6580555556, -2.6616666667]","Euxton, Chorley PR7 6HT, UK",53.6580555556,-2.6616666667
research,2022-06-19,Asian Lady Beetle,31.0,Harmonia axyridis,"[-1.3705782367, 53.3401541251]",False,4,0,"[53.3401541251, -1.3705782367]","Owlthorpe, Sheffield S20, UK",53.3401541251,-1.3705782367
research,2022-06-19,Biedronka azjatycka,300.0,Harmonia axyridis,"[-1.910648793, 52.8952655771]",False,1,0,"[52.8952655771, -1.910648793]","Bramshall, Uttoxeter ST14, UK",52.8952655771,-1.910648793
research,2022-06-19,Harlekin-Marienkäfer,7.0,Harmonia axyridis,"[-1.0283472016, 51.3062310499]",True,1,0,"[51.3062310499, -1.0283472016]","Sherfield Oaks, Hook, England, GB",51.3062310499,-1.0283472016
research,2022-06-19,Harlekin-Marienkäfer,,Harmonia axyridis,"[-1.6466126, 53.8307872997]",False,2,0,"[53.8307872997, -1.6466126]","Horsforth, Leeds, UK",53.8307872997,-1.6466126
research,2022-06-19,Harlekin-Marienkäfer,,Harmonia axyridis,"[-1.6462117, 53.8310284]",True,1,0,"[53.8310284, -1.6462117]","Horsforth, Leeds, UK",53.8310284,-1.6462117
research,2022-06-19,Harlekin-Marienkäfer,,Harmonia axyridis,"[-1.6463532, 53.8309124]",False,2,0,"[53.8309124, -1.6463532]","Horsforth, Leeds, UK",53.8309124,-1.6463532
research,2022-06-19,Harlekin-Marienkäfer,,Harmonia axyridis,"[-1.6466262, 53.8308222]",True,1,0,"[53.8308222, -1.6466262]","Horsforth, Leeds, UK",53.8308222,-1.6466262
research,2022-06-19,Harlekin-Marienkäfer,350.0,Harmonia axyridis,"[-0.3656702489, 50.8320832497]",False,1,0,"[50.8320832497, -0.3656702489]","Worthing BN14, UK",50.8320832497,-0.3656702489
research,2022-06-19,Asian Lady Beetle,22.0,Harmonia axyridis,"[-1.8406530022, 52.5676968466]",False,3,0,"[52.5676968466, -1.8406530022]","Sutton Coldfield CP, Birmingham, England, GB",52.5676968466,-1.8406530022
research,2022-06-18,Biedronka azjatycka,122.0,Harmonia axyridis,"[-1.5692657115, 53.6571433675]",True,1,0,"[53.6571433675, -1.5692657115]","Horbury, Wakefield, UK",53.6571433675,-1.5692657115
research,2022-06-19,Asian Lady Beetle,35.0,Harmonia axyridis,"[-0.2374866667, 51.49897]",False,1,0,"[51.49897, -0.2374866667]","Paddenswick Road, London, England, GB",51.49897,-0.2374866667
research,2022-06-12,Asian Lady Beetle,133.0,Harmonia axyridis,"[-1.6979045766, 52.5710215839]",True,1,0,"[52.5710215839, -1.6979045766]","Warwickshire, UK",52.5710215839,-1.6979045766
research,2022-06-12,Asian Lady Beetle,133.0,Harmonia axyridis,"[-1.6979045766, 52.5710215839]",True,1,0,"[52.5710215839, -1.6979045766]","Warwickshire, UK",52.5710215839,-1.6979045766
research,2022-06-12,Asian Lady Beetle,133.0,Harmonia axyridis,"[-1.6979045766, 52.5710215839]",True,2,0,"[52.5710215839, -1.6979045766]","Warwickshire, UK",52.5710215839,-1.6979045766
research,2022-06-12,Biedronka azjatycka,133.0,Harmonia axyridis,"[-1.6979045766, 52.5710215839]",True,2,0,"[52.5710215839, -1.6979045766]","Warwickshire, UK",52.5710215839,-1.6979045766
research,2022-06-19,Asian Lady Beetle,4.0,Harmonia axyridis,"[-0.23773, 51.4987033333]",True,1,0,"[51.4987033333, -0.23773]","Ravenscourt Park, London, England, GB",51.4987033333,-0.23773
research,2022-06-19,Harlekin-Marienkäfer,1721.0,Harmonia axyridis,"[0.612575, 51.7672854]",False,1,0,"[51.7672854, 0.612575]","Hatfield Peverel, Chelmsford CM3 2LU, UK",51.7672854,0.612575
research,2022-06-19,Harlekin-Marienkäfer,,Harmonia axyridis,"[-1.1179921997, 53.5154404]",,2,0,"[53.5154404, -1.1179921997]","Doncaster DN4, UK",53.5154404,-1.1179921997
research,2022-06-17,Harlekin-Marienkäfer,115.0,Harmonia axyridis,"[-0.9731195805, 50.8621623681]",False,2,0,"[50.8621623681, -0.9731195805]","Havant, UK",50.8621623681,-0.9731195805
research,2022-06-19,Asian Lady Beetle,,Harmonia axyridis,"[0.5585442, 51.1681750997]",True,2,0,"[51.1681750997, 0.5585442]","Staplehurst, Tonbridge TN12 0FR, UK",51.1681750997,0.5585442
research,2022-06-19,Harlekin-Marienkäfer,25813.0,Harmonia axyridis,"[-1.7150686269, 53.8442307835]",True,1,0,"[53.8442307835, -1.7150686269]","West Yorkshire, England, GB",53.8442307835,-1.7150686269
research,2022-06-19,Asian Lady Beetle,124.0,Harmonia axyridis,"[-1.7252423548, 53.7268210401]",True,1,0,"[53.7268210401, -1.7252423548]","Wadsworth Ct, Cleckheaton, England, GB",53.7268210401,-1.7252423548
research,2022-06-19,Asian Lady Beetle,9.0,Harmonia axyridis,"[-1.7247896011, 53.7270534298]",True,1,0,"[53.7270534298, -1.7247896011]","Kenmore Road, Cleckheaton, England, GB",53.7270534298,-1.7247896011
research,2022-06-19,Asian Lady Beetle,35.0,Harmonia axyridis,"[-1.7247537237, 53.7269330186]",True,1,0,"[53.7269330186, -1.7247537237]","Kenmore Road, Cleckheaton, England, GB",53.7269330186,-1.7247537237
research,2022-06-19,Biedronka azjatycka,4.0,Harmonia axyridis,"[-0.5971083333, 53.7731133333]",False,2,0,"[53.7731133333, -0.5971083333]","The Stray, Brough, England, GB",53.7731133333,-0.5971083333
research,2022-06-19,Biedronka azjatycka,1225.0,Harmonia axyridis,"[-1.7048962042, 53.5844192876]",False,2,0,"[53.5844192876, -1.7048962042]",Shepley,53.5844192876,-1.7048962042
research,2022-06-19,Asian Lady Beetle,286.0,Harmonia axyridis,"[-1.2191478163, 53.3672774862]",True,1,0,"[53.3672774862, -1.2191478163]","Dinnington, UK",53.3672774862,-1.2191478163
research,2021-07-05,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[1.2368393944, 52.6435546988]",,2,0,"[52.6435546988, 1.2368393944]","Norwich NR5, UK",52.6435546988,1.2368393944
needs_id,2022-06-19,Harlekin-Marienkäfer,286.0,Harmonia axyridis,"[-1.2191478163, 53.3672774862]",,1,0,"[53.3672774862, -1.2191478163]","Dinnington, UK",53.3672774862,-1.2191478163
research,2022-06-19,Asian Lady Beetle,26004.0,Harmonia axyridis,"[1.2937485204, 52.7062985072]",True,2,0,"[52.7062985072, 1.2937485204]","Norfolk, England, GB",52.7062985072,1.2937485204
research,2022-06-19,Asian Lady Beetle,6.0,Harmonia axyridis,"[-0.1388341561, 51.5008465842]",True,2,0,"[51.5008465842, -0.1388341561]","London SW1E 6HQ, UK",51.5008465842,-0.1388341561
research,2022-06-19,Harlekin-Marienkäfer,2501884.0,Harmonia axyridis,"[-1.5750046168, 53.8251394267]",False,2,0,"[53.8251394267, -1.5750046168]","Claremont Road, Leeds, England, GB",53.8251394267,-1.5750046168
needs_id,2022-06-10,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.2041930528, 51.5056423111]",False,1,0,"[51.5056423111, -0.2041930528]","London W11 3TP, UK",51.5056423111,-0.2041930528
needs_id,2022-06-19,,4.0,Harmonia axyridis,"[-1.2744508309, 53.5039971759]",True,0,0,"[53.5039971759, -1.2744508309]","Harlington Road, Mexborough, England, GB",53.5039971759,-1.2744508309
research,2022-06-19,Asian Lady Beetle,8.0,Harmonia axyridis,"[-1.7253490738, 53.7269746442]",False,1,0,"[53.7269746442, -1.7253490738]","Wadsworth Ct, Cleckheaton, England, GB",53.7269746442,-1.7253490738
research,2022-06-18,Asian Lady Beetle,32.0,Harmonia axyridis,"[-0.3771685371, 50.8383813773]",True,1,0,"[50.8383813773, -0.3771685371]","South Downs National Park, Worthing, England, GB",50.8383813773,-0.3771685371
research,2022-06-14,Harlekin-Marienkäfer,,Harmonia axyridis,"[-2.0880224703, 53.6592597961]",True,1,0,"[53.6592597961, -2.0880224703]","Manchester, England, GB",53.6592597961,-2.0880224703
research,2022-06-19,Biedronka azjatycka,25844.0,Harmonia axyridis,"[-1.7611271786, 53.6710811305]",True,2,0,"[53.6710811305, -1.7611271786]","England, GB",53.6710811305,-1.7611271786
needs_id,2022-06-19,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[-1.2746197315, 53.5039983472]",True,1,0,"[53.5039983472, -1.2746197315]","Harlington Road, Mexborough, England, GB",53.5039983472,-1.2746197315
research,2022-06-19,Asian Lady Beetle,7.0,Harmonia axyridis,"[-3.29956207, 51.65963292]",False,2,0,"[51.65963292, -3.29956207]","Quakers Yard, Treharris CF46, UK",51.65963292,-3.29956207
research,2022-06-18,Harlekin-Marienkäfer,128.0,Harmonia axyridis,"[-4.2672305927, 55.8791803754]",False,2,0,"[55.8791803754, -4.2672305927]","Glasgow G20, UK",55.8791803754,-4.2672305927
research,2022-06-19,Harlekin-Marienkäfer,24.0,Harmonia axyridis,"[-2.8874770265, 53.5620979224]",,2,0,"[53.5620979224, -2.8874770265]","Elm Pl, Ormskirk, England, GB",53.5620979224,-2.8874770265
research,2022-06-18,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.3104055556, 51.4481611111]",True,1,0,"[51.4481611111, -0.3104055556]","Richmond upon Thames, England, United Kingdom",51.4481611111,-0.3104055556
research,2022-06-18,Harlekin-Marienkäfer,25813.0,Harmonia axyridis,"[-1.8318599461, 53.8465355015]",True,1,0,"[53.8465355015, -1.8318599461]","England, GB",53.8465355015,-1.8318599461
research,2022-06-18,Asian Lady Beetle,35.0,Harmonia axyridis,"[-0.5199883333, 51.44137]",True,2,0,"[51.44137, -0.5199883333]","Hillview Cottages, Staines-Upon-Thames, England, GB",51.44137,-0.5199883333
research,2022-06-18,Asian Lady Beetle,,Harmonia axyridis,"[-1.0622222222, 53.9383333333]",True,1,0,"[53.9383333333, -1.0622222222]","Fulford, York, UK",53.9383333333,-1.0622222222
research,2022-06-18,Asian Lady Beetle,179.0,Harmonia axyridis,"[-1.5223993734, 53.3904647942]",True,1,0,"[53.3904647942, -1.5223993734]",Rivelin Valley Park,53.3904647942,-1.5223993734
research,2022-06-17,Asian Lady Beetle,,Harmonia axyridis,"[-0.186972, 51.502642]",True,1,0,"[51.502642, -0.186972]","London W8 5NX, UK",51.502642,-0.186972
research,2022-06-18,Biedronka azjatycka,35.0,Harmonia axyridis,"[-1.2451061384, 53.1222992855]",,2,0,"[53.1222992855, -1.2451061384]","Young Crescent, Sutton-In-Ashfield, England, GB",53.1222992855,-1.2451061384
research,2022-06-18,Asian Lady Beetle,31.0,Harmonia axyridis,"[-1.3739685489, 53.3383604656]",True,1,0,"[53.3383604656, -1.3739685489]","South Yorkshire, UK",53.3383604656,-1.3739685489
needs_id,2022-06-18,Harlekin-Marienkäfer,283.0,Harmonia axyridis,"[-1.2918366864, 53.6129628554]",,1,0,"[53.6129628554, -1.2918366864]",WF9 1NQ,53.6129628554,-1.2918366864
research,2022-06-18,Biedronka azjatycka,25813.0,Harmonia axyridis,"[-1.7284119144, 53.8909700717]",True,1,0,"[53.8909700717, -1.7284119144]","West Yorkshire, England, GB",53.8909700717,-1.7284119144
research,2022-06-18,Asian Lady Beetle,25813.0,Harmonia axyridis,"[-1.7330592187, 53.8290503781]",True,1,0,"[53.8290503781, -1.7330592187]","West Yorkshire, England, GB",53.8290503781,-1.7330592187
research,2022-06-18,Harlekin-Marienkäfer,,Harmonia axyridis,"[0.1559319722, 50.8087539444]",False,1,0,"[50.8087539444, 0.1559319722]","The Dene Car Park, Alfriston, Polegate BN26 5UX, UK",50.8087539444,0.1559319722
needs_id,2022-06-18,Harlekin-Marienkäfer,19.0,Harmonia axyridis,"[-0.9827140353, 53.9627294488]",False,1,0,"[53.9627294488, -0.9827140353]","Owlwood Lane, York, England, GB",53.9627294488,-0.9827140353
research,2022-06-18,Harlekin-Marienkäfer,,Harmonia axyridis,"[-1.1180868997, 53.5154489997]",,2,0,"[53.5154489997, -1.1180868997]","Doncaster DN4, UK",53.5154489997,-1.1180868997
research,2022-06-18,Harlekin-Marienkäfer,,Harmonia axyridis,"[-1.1180464997, 53.5153649]",True,2,0,"[53.5153649, -1.1180464997]","Doncaster DN4, UK",53.5153649,-1.1180464997
research,2022-06-18,Biedronka azjatycka,4.0,Harmonia axyridis,"[0.238425, 52.1795216667]",False,2,0,"[52.1795216667, 0.238425]","Fulbourn, Cambridge, England, GB",52.1795216667,0.238425
research,2022-06-17,Harlekin-Marienkäfer,21.0,Harmonia axyridis,"[-2.5381152879, 51.18106963]",False,1,0,"[51.18106963, -2.5381152879]","Little Brooks Lane, Shepton Mallet, England, GB",51.18106963,-2.5381152879
research,2022-06-18,Harlekin-Marienkäfer,122.0,Harmonia axyridis,"[-1.7749563745, 53.7432850041]",True,2,0,"[53.7432850041, -1.7749563745]","High Fernley Road, Bradford, England, GB",53.7432850041,-1.7749563745
research,2022-06-18,Asian Lady Beetle,1.0,Harmonia axyridis,"[-1.2193212824, 53.3669108902]",True,2,0,"[53.3669108902, -1.2193212824]","Dinnington, UK",53.3669108902,-1.2193212824
research,2022-06-18,Asian Lady Beetle,600.0,Harmonia axyridis,"[-4.2764201, 55.8733709]",False,2,0,"[55.8733709, -4.2764201]","Kelvinbridge, Glasgow, UK",55.8733709,-4.2764201
research,2022-06-18,Harlekin-Marienkäfer,72.0,Harmonia axyridis,"[1.0244449228, 51.9558759466]",False,1,0,"[51.9558759466, 1.0244449228]","East Bergholt, Colchester CO7 6UL, UK",51.9558759466,1.0244449228
research,2022-06-18,Asian Lady Beetle,6.0,Harmonia axyridis,"[-1.513485387, 54.1339122684]",True,1,0,"[54.1339122684, -1.513485387]","Ripon HG4, UK",54.1339122684,-1.513485387
research,2022-06-18,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[-1.0710388333, 53.9907783333]",True,1,0,"[53.9907783333, -1.0710388333]","Chestnut Grove, York, England, GB",53.9907783333,-1.0710388333
research,2022-06-18,Harlekin-Marienkäfer,65.0,Harmonia axyridis,"[-2.5908243438, 53.6630072551]",True,1,0,"[53.6630072551, -2.5908243438]","Higher House Lane, Chorley, England, GB",53.6630072551,-2.5908243438
needs_id,2022-06-18,Harlekin-Marienkäfer,7.0,Harmonia axyridis,"[-1.4000147022, 53.6925177277]",,1,0,"[53.6925177277, -1.4000147022]","Magdalene Fields, Normanton, England, GB",53.6925177277,-1.4000147022
research,2022-06-10,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.1944375036, 51.551345825]",,2,0,"[51.551345825, -0.1944375036]","West Hampstead, London, UK",51.551345825,-0.1944375036
research,2022-06-18,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[-1.6573866667, 53.8371916667]",True,2,0,"[53.8371916667, -1.6573866667]","Rawdon Road, Leeds, England, GB",53.8371916667,-1.6573866667
research,2022-06-18,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[0.3740633333, 51.4293633333]",,2,0,"[51.4293633333, 0.3740633333]","Sun Lane, Gravesend, England, GB",51.4293633333,0.3740633333
research,2022-06-18,Biedronka azjatycka,26004.0,Harmonia axyridis,"[-0.4553154328, 52.6072660809]",True,1,0,"[52.6072660809, -0.4553154328]","England, GB",52.6072660809,-0.4553154328
research,2022-06-18,Asian Lady Beetle,4.0,Harmonia axyridis,"[-1.444005, 51.8859333333]",False,1,0,"[51.8859333333, -1.444005]","Spelsbury, Chipping Norton, England, GB",51.8859333333,-1.444005
research,2022-06-18,Asian Lady Beetle,4.0,Harmonia axyridis,"[-0.9816716667, 53.768025]",True,1,0,"[53.768025, -0.9816716667]","Oldways Lane, Selby, England, GB",53.768025,-0.9816716667
research,2022-06-18,Harlekin-Marienkäfer,3.0,Harmonia axyridis,"[-0.9708962962, 51.1461457946]",True,1,0,"[51.1461457946, -0.9708962962]","Alton GU34, UK",51.1461457946,-0.9708962962
research,2022-06-17,Asian Lady Beetle,4.0,Harmonia axyridis,"[-1.32957, 52.0385083333]",True,1,0,"[52.0385083333, -1.32957]","Broad Gap, Banbury, England, GB",52.0385083333,-1.32957
research,2022-06-17,Biedronka azjatycka,32.0,Harmonia axyridis,"[-1.4203333333, 51.7690883333]",True,2,0,"[51.7690883333, -1.4203333333]","Stanton Harcourt Road, Witney, England, GB",51.7690883333,-1.4203333333
research,2022-06-17,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[-1.3318583333, 51.4041466667]",True,1,0,"[51.4041466667, -1.3318583333]","Northcroft And Goldwell Parks, Newbury, Newbury, England, GB",51.4041466667,-1.3318583333
research,2022-06-17,Harlekin-Marienkäfer,8.0,Harmonia axyridis,"[-1.3318416667, 51.4042333333]",True,1,0,"[51.4042333333, -1.3318416667]","Northcroft And Goldwell Parks, Newbury, Newbury, England, GB",51.4042333333,-1.3318416667
research,2022-06-17,Harlekin-Marienkäfer,3.0,Harmonia axyridis,"[-1.3318416667, 51.4041966667]",True,1,0,"[51.4041966667, -1.3318416667]","Northcroft And Goldwell Parks, Newbury, Newbury, England, GB",51.4041966667,-1.3318416667
research,2022-06-17,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[-1.3318616667, 51.4041533333]",True,1,0,"[51.4041533333, -1.3318616667]","Northcroft And Goldwell Parks, Newbury, Newbury, England, GB",51.4041533333,-1.3318616667
research,2022-06-12,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.073748, 51.4362563889]",False,1,0,"[51.4362563889, -0.073748]","London SE21 7LH, UK",51.4362563889,-0.073748
needs_id,2022-06-12,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.073748, 51.4362563889]",False,1,0,"[51.4362563889, -0.073748]","London SE21 7LH, UK",51.4362563889,-0.073748
needs_id,2022-06-17,Harlekin-Marienkäfer,43.0,Harmonia axyridis,"[0.1197798568, 52.2021160856]",True,1,0,"[52.2021160856, 0.1197798568]","Pembroke College Cambridge, Cambridge, England, GB",52.2021160856,0.1197798568
research,2022-06-17,Asian Lady Beetle,,Harmonia axyridis,"[0.1196778333, 52.2020633333]",True,1,0,"[52.2020633333, 0.1196778333]","Pembroke College Cambridge, Cambridge, England, GB",52.2020633333,0.1196778333
research,2022-06-17,Asian Lady Beetle,,Harmonia axyridis,"[-0.4664583333, 52.6688861111]",False,1,0,"[52.6688861111, -0.4664583333]","Uffington, Stamford PE9 4QN, UK",52.6688861111,-0.4664583333
